;Well;Fluor;Target;Content;Sample;Cq;SQ
;G06;SYBR;TGF-b;Std-18;;36,7123365646919;0,001
;G07;SYBR;IL-10;Std-19;;32,4398379225362;100
;G08;SYBR;IL-10;Std-20;;32,6222818880925;10
;G09;SYBR;IL-10;Std-21;;n. def.;1
;G10;SYBR;IL-10;Std-22;;36,9280515046788;0,1
;G11;SYBR;IL-10;Std-23;;n. def.;0,01
;G12;SYBR;IL-10;Std-24;;n. def.;0,001
;H01;SYBR;TGF-b;NTC;;n. def.;n. def.
;H02;SYBR;TGF-b;NTC;;n. def.;n. def.
;H03;SYBR;TGF-b;NTC;;n. def.;n. def.
;H04;SYBR;TGF-b;NTC;;n. def.;n. def.
;H05;SYBR;TGF-b;NTC;;n. def.;n. def.
;H06;SYBR;TGF-b;NTC;;37,010504573709;n. def.
;H07;SYBR;IL-10;NTC;;n. def.;n. def.
;H08;SYBR;IL-10;NTC;;n. def.;n. def.
;H09;SYBR;IL-10;NTC;;n. def.;n. def.
;H10;SYBR;IL-10;NTC;;n. def.;n. def.
;H11;SYBR;IL-10;NTC;;n. def.;n. def.
;H12;SYBR;IL-10;NTC;;n. def.;n. def.
