Target,Sample,Cq
Ppia,95,23.5241470386914
Ppia,95,23.0083720066965
Ppia,23,23.4205571587557
Ppia,23,23.4111722994437
Ppia,24,22.1936348116536
Ppia,24,21.8271134494949
Ppia,25,20.7000004007547
Ppia,25,20.853094851162
Ppia,26,20.5801604532171
Ppia,28,22.5692560295577
Ppia,28,22.1093589189275
Ppia,30,23.1863715230206
Ppia,30,22.8038454282056
Ppia,31,20.0078180438382
Ppia,31,20.1519879307513
Ppia,32,20.0430656418692
Ppia,32,20.6170793374549
Ppia,33,20.5382164866955
Ppia,33,21.3477896528917
Ppia,41,21.6336952418459
Ppia,41,21.0866230722448
Ppia,42,23.0491404157714
Ppia,42,22.4389931182538
Ppia,43,24.0615772543007
Ppia,43,23.222090215971
Ppia,44,20.3870048520051
Ppia,44,20.821166918541
Ppia,45,20.2496604039411
Ppia,45,20.9854229659391
Ppia,47,22.4091761370882
Ppia,47,21.9841906670579
Ppia,48,18.9073402240058
Ppia,48,19.2600219623273
Ppia,49,20.1126009225804
Ppia,49,19.8655821654363
Ppia,51,22.0702990375071
Ppia,51,22.3242038731173
Ppia,53,19.3374210814976
Ppia,53,20.1450974857557
Ppia,55,25.5716861510407
Ppia,55,24.428783898608
Ppia,59,23.7798625282277
Ppia,59,24.0236112570456
Ppia,61,23.3578195328442
Ppia,61,23.0580901069292
Ppia,64,25.1025316591738
Ppia,64,25.6104507802501
Ppia,66,26.4820718242268
Ppia,66,26.6472131890064
Ppia,67,24.4347205937397
Ppia,75,25.434239029567
Ppia,75,25.1980206908155
Ppia,76,24.8928672755449
Ppia,76,24.8221434936534
Ppia,77,24.3801332618477
Ppia,77,23.4892863760116
Ppia,80,20.6836985905042
Ppia,80,21.020848225556
Ppia,81,23.8382194145999
Ppia,81,25.0482533781873
Ppia,82,22.4449043341003
Ppia,83,22.0364340431767
Ppia,83,22.2439428888497
Ppia,84,25.6835219183701
Ppia,84,25.5491545922978
Ppia,85,25.385583226544
Ppia,85,25.5544780791479
Ppia,86,23.2117836239746
Ppia,86,23.6637182035707
Ppia,88,25.7227960498428
Ppia,88,26.0504702591454
Ppia,89,26.1088858781222
Ppia,90,26.7560554163001
Ppia,90,26.9499460549436
Ppia,91,23.1961141916666
Ppia,91,22.7949772283193
Ppia,93,22.6184625316877
Ppia,93,23.0111080831689
Ppia,94,21.7466747268533
Ppia,94,22.022812969228
